,utterance,filtered_tokens,normalized_tokens,label_predictions
34,question: Which is the closest to 1/5?  (a) -0.3  (b) 5/46  (c) -0.34  (d) 4 answer: b,"['question', ':', 'which', 'is', 'the', 'closest', 'to', '1/5', '?', '(a)', '-0.3', '(b)', '5/46', '(c)', '-0.34', '(d)', '4', 'answer', ':', 'b']","['question', ':', ' ', 'which', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '1/5', '?', ' ', ' ', '(a)', ' ', '-0.3', ' ', ' ', '(b)', ' ', '5/46', ' ', ' ', '(c)', ' ', '-0.34', ' ', ' ', '(d)', ' ', '4', ' ', 'answer', ':', ' ', 'b']","[('question', 'None'), (':', 'None'), ('which', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('1/5', 'fraction'), ('?', 'None'), ('(a)', 'None'), ('-0.3', 'cardinal'), ('(b)', 'None'), ('5/46', 'fraction'), ('(c)', 'None'), ('-0.34', 'cardinal'), ('(d)', 'None'), ('4', 'cardinal'), ('answer', 'None'), (':', 'None'), ('b', 'None')]"
35,"question: What is the nearest to 0.1 in 64, 21, -0.4, 9, 2? answer: -0.4","['question', ':', 'what', 'is', 'the', 'nearest', 'to', '0.1', 'in', '64', ',', '21', ',', '-0.4', ',', '9', ',', '2', '?', 'answer', ':', '-0.4']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'nearest', ' ', 'to', ' ', '0.1', ' ', 'in', ' ', '64', ',', ' ', '21', ',', ' ', '-0.4', ',', ' ', '9', ',', ' ', '2', '?', ' ', 'answer', ':', ' ', '-0.4']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('nearest', 'None'), ('to', 'None'), ('0.1', 'cardinal'), ('in', 'None'), ('64', 'cardinal'), (',', 'None'), ('21', 'cardinal'), (',', 'None'), ('-0.4', 'cardinal'), (',', 'None'), ('9', 'cardinal'), (',', 'None'), ('2', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-0.4', 'cardinal')]"
36,"question: What is the closest to 35 in -0.3, -0.051, 2? answer: 2","['question', ':', 'what', 'is', 'the', 'closest', 'to', '35', 'in', '-0.3', ',', '-0.051', ',', '2', '?', 'answer', ':', '2']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'closest', ' ', 'to', ' ', '35', ' ', 'in', ' ', '-0.3', ',', ' ', '-0.051', ',', ' ', '2', '?', ' ', 'answer', ':', ' ', '2']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('closest', 'None'), ('to', 'None'), ('35', 'cardinal'), ('in', 'None'), ('-0.3', 'cardinal'), (',', 'None'), ('-0.051', 'cardinal'), (',', 'None'), ('2', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('2', 'cardinal')]"
37,question: What is the common denominator of 83/648 and -149/25470? answer: 916920,"['question', ':', 'what', 'is', 'the', 'common', 'denominator', 'of', '83/648', 'and', '-149/25470', '?', 'answer', ':', '916920']","['question', ':', ' ', 'what', ' ', 'is', ' ', 'the', ' ', 'common', ' ', 'denominator', ' ', 'of', ' ', '83/648', ' ', 'and', ' ', '-149/25470', '?', ' ', 'answer', ':', ' ', '916920']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('the', 'None'), ('common', 'None'), ('denominator', 'None'), ('of', 'None'), ('83/648', 'fraction'), ('and', 'None'), ('-149/25470', 'fraction'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('916920', 'number_digit')]"
38,question: Calculate the least common multiple of 6 and 391965. answer: 783930,"['question', ':', 'calculate', 'the', 'least', 'common', 'multiple', 'of', '6', 'and', '391965.', 'answer', ':', '783930']","['question', ':', ' ', 'calculate', ' ', 'the', ' ', 'least', ' ', 'common', ' ', 'multiple', ' ', 'of', ' ', '6', ' ', 'and', ' ', '391965.', ' ', 'answer', ':', ' ', '783930']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('the', 'None'), ('least', 'None'), ('common', 'None'), ('multiple', 'None'), ('of', 'None'), ('6', 'cardinal'), ('and', 'None'), ('391965.', 'cardinal'), ('answer', 'None'), (':', 'None'), ('783930', 'cardinal')]"
39,question: Calculate the common denominator of 38/4029 and 29/39. answer: 52377,"['question', ':', 'calculate', 'the', 'common', 'denominator', 'of', '38/4029', 'and', '29/39.', 'answer', ':', '52377']","['question', ':', ' ', 'calculate', ' ', 'the', ' ', 'common', ' ', 'denominator', ' ', 'of', ' ', '38/4029', ' ', 'and', ' ', '29/39.', ' ', 'answer', ':', ' ', '52377']","[('question', 'None'), (':', 'None'), ('calculate', 'None'), ('the', 'None'), ('common', 'None'), ('denominator', 'None'), ('of', 'None'), ('38/4029', 'fraction'), ('and', 'None'), ('29/39.', 'fraction'), ('answer', 'None'), (':', 'None'), ('52377', 'number_digit')]"
40,"question: What is t in 3*t**4/8 - 21*t**3/4 - 951*t**2/2 - 6111*t - 21168 = 0? answer: -14, -6, 48","['question', ':', 'what', 'is', 't', 'in', '3', '*', 't', '*', '*', '4/8', '-', '21', '*', 't', '*', '*', '3/4', '-', '951', '*', 't', '*', '*', '2/2', '-', '6111', '*', 't', '-', '21168', '=', '0', '?', 'answer', ':', '-14', ',', '-6', ',', '48']","['question', ':', ' ', 'what', ' ', 'is', ' ', 't', ' ', 'in', ' ', '3', '*', 't', '*', '*', '4/8', ' ', '-', ' ', '21', '*', 't', '*', '*', '3/4', ' ', '-', ' ', '951', '*', 't', '*', '*', '2/2', ' ', '-', ' ', '6111', '*', 't', ' ', '-', ' ', '21168', ' ', '=', ' ', '0', '?', ' ', 'answer', ':', ' ', '-14', ',', ' ', '-6', ',', ' ', '48']","[('question', 'None'), (':', 'None'), ('what', 'None'), ('is', 'None'), ('t', 'characters'), ('in', 'None'), ('3', 'cardinal'), ('*', 'None'), ('t', 'characters'), ('*', 'None'), ('4/8', 'fraction'), ('-', 'None'), ('21', 'cardinal'), ('*', 'None'), ('t', 'characters'), ('*', 'None'), ('3/4', 'fraction'), ('-', 'None'), ('951', 'cardinal'), ('*', 'None'), ('t', 'characters'), ('*', 'None'), ('2/2', 'fraction'), ('-', 'None'), ('6111', 'cardinal'), ('*', 'None'), ('t', 'characters'), ('-', 'None'), ('21168', 'cardinal'), ('=', 'None'), ('0', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('-14', 'cardinal'), (',', 'None'), ('-6', 'cardinal'), (',', 'None'), ('48', 'cardinal')]"
41,"question: Suppose 3*u**2 - 912*u + 60564 = 0. Calculate u. answer: 98, 206","['question', ':', 'suppose', '3', '*', 'u', '*', '*', '2', '-', '912', '*', 'u', '+', '60564', '=', '0.', 'calculate', 'u.', 'answer', ':', '98', ',', '206']","['question', ':', ' ', 'suppose', ' ', '3', '*', 'u', '*', '*', '2', ' ', '-', ' ', '912', '*', 'u', ' ', '+', ' ', '60564', ' ', '=', ' ', '0.', ' ', 'calculate', ' ', 'u.', ' ', 'answer', ':', ' ', '98', ',', ' ', '206']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('3', 'cardinal'), ('*', 'None'), ('u', 'characters'), ('*', 'None'), ('2', 'cardinal'), ('-', 'None'), ('912', 'cardinal'), ('*', 'None'), ('u', 'characters'), ('+', 'None'), ('60564', 'number_digit'), ('=', 'None'), ('0.', 'cardinal'), ('calculate', 'None'), ('u.', 'characters'), ('answer', 'None'), (':', 'None'), ('98', 'cardinal'), (',', 'None'), ('206', 'cardinal')]"
42,question: Factor -2*n**2/9 - 90296*n. answer: -2*n*(n + 406332)/9,"['question', ':', 'factor', '-2', '*', 'n', '*', '*', '2/9', '-', '90296', '*', 'n.', 'answer', ':', '-2', '*', 'n', '*', '(n', '+', '406332)/9']","['question', ':', ' ', 'factor', ' ', '-2', '*', 'n', '*', '*', '2/9', ' ', '-', ' ', '90296', '*', 'n.', ' ', 'answer', ':', ' ', '-2', '*', 'n', '*', '(n', ' ', '+', ' ', '406332)/9']","[('question', 'None'), (':', 'None'), ('factor', 'None'), ('-2', 'cardinal'), ('*', 'None'), ('n', 'characters'), ('*', 'None'), ('*', 'None'), ('2/9', 'fraction'), ('-', 'None'), ('90296', 'number_digit'), ('*', 'None'), ('n.', 'characters'), ('answer', 'None'), (':', 'None'), ('-2', 'cardinal'), ('*', 'None'), ('n', 'characters'), ('*', 'None'), ('(', 'None'), ('n', 'characters'), ('+', 'None'), ('406332', 'number_digit'), (')', 'None'), ('/', 'None'), ('9', 'cardinal')]"
43,question: Let x(b) = -7 - 8 + 2 - 13 + 23. Let y(t) = t - 1. Calculate -x(d) + 4*y(d). answer: 4*d - 1,"['question', ':', 'let', 'x(b)', '=', '-7', '-', '8', '+', '2', '-', '13', '+', '23.', 'let', 'y(t)', '=', 't', '-', '1.', 'calculate', '-x(d)', '+', '4', '*', 'y(d).', 'answer', ':', '4', '*', 'd', '-', '1']","['question', ':', ' ', 'let', ' ', 'x(b)', ' ', '=', ' ', '-7', ' ', '-', ' ', '8', ' ', '+', ' ', '2', ' ', '-', ' ', '13', ' ', '+', ' ', '23.', ' ', 'let', ' ', 'y(t)', ' ', '=', ' ', 't', ' ', '-', ' ', '1.', ' ', 'calculate', ' ', '-x(d)', ' ', '+', ' ', '4', '*', 'y(d).', ' ', 'answer', ':', ' ', '4', '*', 'd', ' ', '-', ' ', '1']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('x(b)', 'characters'), ('=', 'None'), ('-7', 'cardinal'), ('-', 'None'), ('8', 'cardinal'), ('+', 'None'), ('2', 'cardinal'), ('-', 'None'), ('13', 'cardinal'), ('+', 'None'), ('23.', 'cardinal'), ('let', 'None'), ('y(t)', 'characters'), ('=', 'None'), ('t', 'characters'), ('-', 'None'), ('1.', 'cardinal'), ('calculate', 'None'), ('-x(d)', 'characters'), ('+', 'None'), ('4', 'cardinal'), ('*', 'None'), ('y(d)', 'characters'), ('answer', 'None'), (':', 'None'), ('4', 'cardinal'), ('*', 'None'), ('d', 'characters'), ('-', 'None'), ('1', 'cardinal')]"
44,question: Let m(u) = 25*u + 12. Let l be m(0). Let p(a) = -6*a**2 - 12*a - 12. Let y(n) = -n - 1. What is l*y(x) - p(x)? answer: 6*x**2,"['question', ':', 'let', 'm(u)', '=', '25', '*', 'u', '+', '12.', 'let', 'l', 'be', 'm(0).', 'let', 'p(a)', '=', '-6', '*', 'a', '*', '*', '2', '-', '12', '*', 'a', '-', '12.', 'let', 'y(n)', '=', '-n', '-', '1.', 'what', 'is', 'l', '*', 'y(x)', '-', 'p(x)', '?', 'answer', ':', '6', '*', 'x', '*', '*', '2']","['question', ':', ' ', 'let', ' ', 'm(u)', ' ', '=', ' ', '25', '*', 'u', ' ', '+', ' ', '12.', ' ', 'let', ' ', 'l', ' ', 'be', ' ', 'm(0).', ' ', 'let', ' ', 'p(a)', ' ', '=', ' ', '-6', '*', 'a', '*', '*', '2', ' ', '-', ' ', '12', '*', 'a', ' ', '-', ' ', '12.', ' ', 'let', ' ', 'y(n)', ' ', '=', ' ', '-n', ' ', '-', ' ', '1.', ' ', 'what', ' ', 'is', ' ', 'l', '*', 'y(x)', ' ', '-', ' ', 'p(x)', '?', ' ', 'answer', ':', ' ', '6', '*', 'x', '*', '*', '2']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('m(u)', 'characters'), ('=', 'None'), ('25', 'number_digit'), ('*', 'None'), ('u', 'characters'), ('+', 'None'), ('12.', 'number_digit'), ('let', 'None'), ('l', 'characters'), ('be', 'None'), ('m(0).', 'characters'), ('let', 'None'), ('p(a)', 'characters'), ('=', 'None'), ('-6', 'number_digit'), ('*', 'None'), ('a', 'characters'), ('*', 'None'), ('*', 'None'), ('2', 'number_digit'), ('-', 'None'), ('12', 'number_digit'), ('*', 'None'), ('a', 'characters'), ('-', 'None'), ('12.', 'number_digit'), ('let', 'None'), ('y(n)', 'characters'), ('=', 'None'), ('-n', 'characters'), ('-', 'None'), ('1.', 'number_digit'), ('what', 'None'), ('is', 'None'), ('l', 'characters'), ('*', 'None'), ('y(x)', 'characters'), ('-', 'None'), ('p(x)', 'characters'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('6', 'number_digit'), ('*', 'None'), ('x', 'characters'), ('*', 'None'), ('*', 'None'), ('2', 'number_digit')]"
45,question: Let g(j) be the third derivative of j**4/2 - 7*j**3/3 + 4420*j**2. Let i(z) = 5 - 4*z. Suppose 0 = -4*t - 0*t + 12. Give t*g(p) + 8*i(p). answer: 4*p - 2,"['question', ':', 'let', 'g(j)', 'be', 'the', 'third', 'derivative', 'of', 'j', '*', '*', '4/2', '-', '7', '*', 'j', '*', '*', '3/3', '+', '4420', '*', 'j', '*', '*', '2.', 'let', 'i(z)', '=', '5', '-', '4', '*', 'z.', 'suppose', '0', '=', '-4', '*', 't', '-', '0', '*', 't', '+', '12.', 'give', 't', '*', 'g(p)', '+', '8', '*', 'i(p).', 'answer', ':', '4', '*', 'p', '-', '2']","['question', ':', ' ', 'let', ' ', 'g(j)', ' ', 'be', ' ', 'the', ' ', 'third', ' ', 'derivative', ' ', 'of', ' ', 'j', '*', '*', '4/2', ' ', '-', ' ', '7', '*', 'j', '*', '*', '3/3', ' ', '+', ' ', '4420', '*', 'j', '*', '*', '2.', ' ', 'let', ' ', 'i(z)', ' ', '=', ' ', '5', ' ', '-', ' ', '4', '*', 'z.', ' ', 'suppose', ' ', '0', ' ', '=', ' ', '-4', '*', 't', ' ', '-', ' ', '0', '*', 't', ' ', '+', ' ', '12.', ' ', 'give', ' ', 't', '*', 'g(p)', ' ', '+', ' ', '8', '*', 'i(p).', ' ', 'answer', ':', ' ', '4', '*', 'p', ' ', '-', ' ', '2']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('g(j)', 'characters'), ('be', 'None'), ('the', 'None'), ('third', 'ordinal'), ('derivative', 'None'), ('of', 'None'), ('j', 'characters'), ('*', 'None'), ('*', 'None'), ('4/2', 'fraction'), ('-', 'None'), ('7', 'cardinal'), ('*', 'None'), ('j', 'characters'), ('*', 'None'), ('*', 'None'), ('3/3', 'fraction'), ('+', 'None'), ('4420', 'cardinal'), ('*', 'None'), ('j', 'characters'), ('*', 'None'), ('*', 'None'), ('2.', 'cardinal'), ('let', 'None'), ('i(z)', 'characters'), ('=', 'None'), ('5', 'cardinal'), ('-', 'None'), ('4', 'cardinal'), ('*', 'None'), ('z.', 'characters'), ('suppose', 'None'), ('0', 'cardinal'), ('=', 'None'), ('-4', 'cardinal'), ('*', 'None'), ('t', 'characters'), ('-', 'None'), ('0', 'cardinal'), ('*', 'None'), ('t', 'None'), ('+', 'None'), ('12.', 'cardinal'), ('give', 'None'), ('t', 'characters'), ('*', 'None'), ('g(p)', 'characters'), ('+', 'None'), ('8', 'cardinal'), ('*', 'None'), ('i(p).', 'characters'), ('answer', 'None'), (':', 'None'), ('4', 'cardinal'), ('*', 'None'), ('p', 'characters'), ('-', 'None'), ('2', 'cardinal')]"
46,question: Let x be 14/126*(5 - 2). Is x bigger than 8? answer: False,"['question', ':', 'let', 'x', 'be', '14/126', '*', '(5', '-', '2).', 'is', 'x', 'bigger', 'than', '8', '?', 'answer', ':', 'false']","['question', ':', ' ', 'let', ' ', 'x', ' ', 'be', ' ', '14/126', '*', '(5', ' ', '-', ' ', '2).', ' ', 'is', ' ', 'x', ' ', 'bigger', ' ', 'than', ' ', '8', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('x', 'characters'), ('be', 'None'), ('14/126', 'fraction'), ('*', 'None'), ('(', 'None'), ('5', 'cardinal'), ('-', 'None'), ('2)', 'cardinal'), ('.', 'None'), ('is', 'None'), ('x', 'characters'), ('bigger', 'None'), ('than', 'None'), ('8', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
47,question: Let q be (-4 - (-3 + -2))/(64/(-10)). Is q less than -1? answer: False,"['question', ':', 'let', 'q', 'be', '(-4', '-', '(-3', '+', '-2))/(64/(-10)).', 'is', 'q', 'less', 'than', '-1', '?', 'answer', ':', 'false']","['question', ':', ' ', 'let', ' ', 'q', ' ', 'be', ' ', '(-4', ' ', '-', ' ', '(-3', ' ', '+', ' ', '-2))/(64/(-10)).', ' ', 'is', ' ', 'q', ' ', 'less', ' ', 'than', ' ', '-1', '?', ' ', 'answer', ':', ' ', 'false']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('q', 'characters'), ('be', 'None'), ('(-4', 'cardinal'), (',', 'None'), ('-', 'None'), ('(-3', 'cardinal'), (',', 'None'), ('+', 'None'), ('-2', 'cardinal'), (')/(64/(-10))', 'fraction'), ('.', 'None'), ('is', 'None'), ('q', 'characters'), ('less', 'None'), ('than', 'None'), ('-1', 'cardinal'), ('?', 'None'), ('answer', 'None'), (':', 'None'), ('false', 'None')]"
48,question: Simplify (m**(1/5))**(-22)*(((m/((m**(-3/5)/m)/m))/m)/m)**(-6/11) assuming m is positive. answer: m**(-58/11),"['question', ':', 'simplify', '(m', '*', '*', '(1/5))', '*', '*', '(-22)', '*', '(((m/((m', '*', '*', '(-3/5)/m)/m))/m)/m)', '*', '*', '(-6/11)', 'assuming', 'm', 'is', 'positive.', 'answer', ':', 'm', '*', '*', '(-58/11)']","['question', ':', ' ', 'simplify', ' ', '(m', '*', '*', '(1/5))', '*', '*', '(-22)', '*', '(((m/((m', '*', '*', '(-3/5)/m)/m))/m)/m)', '*', '*', '(-6/11)', ' ', 'assuming', ' ', 'm', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'm', '*', '*', '(-58/11)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('(', 'None'), ('m', 'characters'), ('*', 'None'), ('*', 'None'), ('(', 'None'), ('1/5', 'fraction'), (')', 'None'), ('*', 'None'), ('*', 'None'), ('(-22)', 'cardinal'), ('*', 'None'), ('(', 'None'), ('(', 'None'), ('(', 'None'), ('m/((m', 'characters'), ('*', 'None'), ('*', 'None'), ('-3/5', 'fraction'), ('/m)', 'characters'), ('/m)', 'characters'), ('/m)', 'characters'), ('/m', 'characters'), ('*', 'None'), ('*', 'None'), ('-6/11', 'fraction'), ('assuming', 'None'), ('m', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('m', 'characters'), ('*', 'None'), ('*', 'None'), ('-58/11', 'fraction')]"
49,question: Simplify ((o**(1/11))**(-1/9))**(-3/2) assuming o is positive. answer: o**(1/66),"['question', ':', 'simplify', '((o', '*', '*', '(1/11))', '*', '*', '(-1/9))', '*', '*', '(-3/2)', 'assuming', 'o', 'is', 'positive.', 'answer', ':', 'o', '*', '*', '(1/66)']","['question', ':', ' ', 'simplify', ' ', '((o', '*', '*', '(1/11))', '*', '*', '(-1/9))', '*', '*', '(-3/2)', ' ', 'assuming', ' ', 'o', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'o', '*', '*', '(1/66)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('((o', 'characters'), (',', 'None'), ('*', 'None'), ('*', 'None'), ('(1/11)', 'fraction'), (',', 'None'), ('*', 'None'), ('*', 'None'), ('(-1/9)', 'fraction'), (',', 'None'), ('*', 'None'), ('*', 'None'), ('(-3/2)', 'fraction'), ('assuming', 'None'), ('o', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('o', 'characters'), (',', 'None'), ('*', 'None'), ('*', 'None'), ('(1/66', 'fraction')]"
50,question: Simplify (((x**(-13)*x)/x*x)/x*x)/x**(-8)*(x**(-2))**19 assuming x is positive. answer: x**(-42),"['question', ':', 'simplify', '(((x', '*', '*', '(-13)', '*', 'x)/x', '*', 'x)/x', '*', 'x)/x', '*', '*', '(-8)', '*', '(x', '*', '*', '(-2))', '*', '*', '19', 'assuming', 'x', 'is', 'positive.', 'answer', ':', 'x', '*', '*', '(-42)']","['question', ':', ' ', 'simplify', ' ', '(((x', '*', '*', '(-13)', '*', 'x)/x', '*', 'x)/x', '*', 'x)/x', '*', '*', '(-8)', '*', '(x', '*', '*', '(-2))', '*', '*', '19', ' ', 'assuming', ' ', 'x', ' ', 'is', ' ', 'positive.', ' ', 'answer', ':', ' ', 'x', '*', '*', '(-42)']","[('question', 'None'), (':', 'None'), ('simplify', 'None'), ('(((x', 'characters'), ('*', 'None'), ('*', 'None'), ('(-13)', 'cardinal'), ('*', 'None'), ('x)/x', 'characters'), ('*', 'None'), ('x)/x', 'characters'), ('*', 'None'), ('x)/x', 'characters'), ('*', 'None'), ('*', 'None'), ('(-8)', 'cardinal'), ('*', 'None'), ('(x', 'characters'), ('*', 'None'), ('*', 'None'), ('-2)', 'cardinal'), ('*', 'None'), ('*', 'None'), ('19', 'cardinal'), ('assuming', 'None'), ('x', 'characters'), ('is', 'None'), ('positive.', 'None'), ('answer', 'None'), (':', 'None'), ('x', 'characters'), ('*', 'None'), ('*', 'None'), ('-42', 'cardinal')]"
51,question: Suppose -12*t + 0 + 24 = 0. Solve t*f - 2 = 3*f for f. answer: -2,"['question', ':', 'suppose', '-12', '*', 't', '+', '0', '+', '24', '=', '0.', 'solve', 't', '*', 'f', '-', '2', '=', '3', '*', 'f', 'for', 'f.', 'answer', ':', '-2']","['question', ':', ' ', 'suppose', ' ', '-12', '*', 't', ' ', '+', ' ', '0', ' ', '+', ' ', '24', ' ', '=', ' ', '0.', ' ', 'solve', ' ', 't', '*', 'f', ' ', '-', ' ', '2', ' ', '=', ' ', '3', '*', 'f', ' ', 'for', ' ', 'f.', ' ', 'answer', ':', ' ', '-2']","[('question', 'None'), (':', 'None'), ('suppose', 'None'), ('-12', 'cardinal'), ('*', 'None'), ('t', 'characters'), ('+', 'None'), ('0', 'cardinal'), ('+', 'None'), ('24', 'cardinal'), ('=', 'None'), ('0.', 'cardinal'), ('solve', 'None'), ('t', 'characters'), ('*', 'None'), ('f', 'characters'), ('-', 'None'), ('2', 'cardinal'), ('=', 'None'), ('3', 'cardinal'), ('*', 'None'), ('f', 'characters'), ('for', 'None'), ('f.', 'characters'), ('answer', 'None'), (':', 'None'), ('-2', 'cardinal')]"
52,question: Let k = 1 - 2. Let i be -9 - (k - (-3 + 2)). Let a be (-20)/i + 4/(-18). Solve 0 = -a*h + 6*h - 12 for h. answer: 3,"['question', ':', 'let', 'k', '=', '1', '-', '2.', 'let', 'i', 'be', '-9', '-', '(k', '-', '(-3', '+', '2)).', 'let', 'a', 'be', '(-20)/i', '+', '4/(-18).', 'solve', '0', '=', '-a', '*', 'h', '+', '6', '*', 'h', '-', '12', 'for', 'h.', 'answer', ':', '3']","['question', ':', ' ', 'let', ' ', 'k', ' ', '=', ' ', '1', ' ', '-', ' ', '2.', ' ', 'let', ' ', 'i', ' ', 'be', ' ', '-9', ' ', '-', ' ', '(k', ' ', '-', ' ', '(-3', ' ', '+', ' ', '2)).', ' ', 'let', ' ', 'a', ' ', 'be', ' ', '(-20)/i', ' ', '+', ' ', '4/(-18).', ' ', 'solve', ' ', '0', ' ', '=', ' ', '-a', '*', 'h', ' ', '+', ' ', '6', '*', 'h', ' ', '-', ' ', '12', ' ', 'for', ' ', 'h.', ' ', 'answer', ':', ' ', '3']","[('question', 'None'), (':', 'None'), ('let', 'None'), ('k', 'characters'), ('=', 'None'), ('1', 'cardinal'), ('-', 'None'), ('2.', 'cardinal'), ('let', 'None'), ('i', 'characters'), ('be', 'None'), ('-9', 'cardinal'), ('-', 'None'), ('k', 'characters'), ('-', 'None'), ('(-3', 'cardinal'), ('+', 'None'), ('2).', 'cardinal'), ('let', 'None'), ('a', 'characters'), ('be', 'None'), ('(-20)/i', 'fraction'), ('+', 'None'), ('4/(-18).', 'fraction'), ('solve', 'None'), ('0', 'cardinal'), ('=', 'None'), ('-a', 'unit'), ('*', 'None'), ('h', 'characters'), ('+', 'None'), ('6', 'cardinal'), ('*', 'None'), ('h', 'characters'), ('-', 'None'), ('12', 'cardinal'), ('for', 'None'), ('h.', 'characters'), ('answer', 'None'), (':', 'None'), ('3', 'cardinal')]"
